,Product Name,Type,Specific Type,Payment Method,Vendor,Ships From,Ships To,Order Quantity,Price,IDENTIFIER
product 3,Rivotril 2mg galenika CLONAZEPAM (GER),Benzodiazepines,Pills,Escrow,MEGATRON,Germany,Worldwide,100mg,94,MEGATRON
product 4,Testosterone Depo 250mg/1ml Galenika,Steroids,Anabolic,Escrow,MEGATRON,Germany,Worldwide,10ml,65,MEGATRON
product 5,ZOLPIDEM 10mg (GER) Belbien Hemofarm,Benzodiazepines,Z-drugs,Escrow,MEGATRON,Germany,Worldwide,100,94,MEGATRON
product 6,CENFORCE 100mg (GER) SILDENAFIL 10blister=100 pills,Prescriptions,Potency enhancers,Escrow,MEGATRON,Germany,Worldwide,100mg,110,MEGATRON
product 7,Bensedin 10mg galenika DIAZEPAM VALIUM (GER),Benzodiazepines,Pills,Escrow,MEGATRON,Germany,Worldwide,150,94,MEGATRON
product 0,Moroccan Hash | Hashish | Rif,Cannabis,Hash,Escrow,mentoss,France,Worldwide,1g,14,mentoss
product 1,3-MMC Metaphedrone,Stimulants,3-MMC,Escrow,mentoss,France,Worldwide,1g,30,mentoss
product 2,Speed Amphetamine Paste | France,Stimulants,Speed,Escrow,mentoss,France,Worldwide,10g,30,mentoss
product 3,Cocaine | 75% | Colombia,Stimulants,Coke,Escrow,mentoss,France,Worldwide,1g,41,mentoss
product 4,Heroin | Afghanistan | France,Opiates,Heroin,Escrow,mentoss,France,Worldwide,1g,26,mentoss
product 5,Ketamine Needles | s-Isomer | France,Disassociatives,Ketamine,Escrow,mentoss,France,Worldwide,1g,20,mentoss
product 6,Bolivian Cocaine +90% | Brick | France,Stimulants,Coke,Escrow,mentoss,France,Worldwide,1g,70,mentoss
product 7,MDMA Champagne  PURE,Ecstasy,MDMA,Escrow,mentoss,France,Worldwide,1g,20,mentoss
product 0,Meth - ICE - 1g - 14g,Stimulants,Meth,Escrow,MephedroneRus,United Kingdom,United Kingdom,1g,34,MephedroneRus
product 1,Large Shards Mephdrone 1g - 1kg,Stimulants,4-MMC Mephedrone,Escrow,MephedroneRus,United Kingdom,United Kingdom,1g,11,MephedroneRus
product 2,Darth Vader - 220mg XTC 5 - 1000 Pieces,Ecstasy,Pills,Escrow,MephedroneRus,United Kingdom,United Kingdom,5,23,MephedroneRus
product 3,Lovely Moonrock MDMA 1g - 28g,Ecstasy,MDMA,Escrow,MephedroneRus,United Kingdom,United Kingdom,1g,17,MephedroneRus
product 4,Nintendo's 240mg - XTC 5 - 1000 Pills,Ecstasy,Pills,Escrow,MephedroneRus,United Kingdom,United Kingdom,5,23,MephedroneRus
product 5,Pre Ban Small Shards Mephdrone  1g - 1kg,Stimulants,4-MMC Mephedrone,Escrow,MephedroneRus,United Kingdom,United Kingdom,1g,11,MephedroneRus
product 6,High Quality S-isomer Ketamine Rice Shards 2g - 500g,Disassociatives,Ketamine,Escrow,MephedroneRus,United Kingdom,United Kingdom,1mg,17,MephedroneRus
product 7,High Quality Rock Speed - 1G,Stimulants,Speed,Escrow,MephedroneRus,United Kingdom,United Kingdom,1g,10,MephedroneRus
product 0,Pure Cocaine Min 90%,Stimulants,Coke,Escrow,MercedesBenz0,Germany,Europe,0.5g,40,MercedesBenz0
product 1,Haze (Spanish Import),Cannabis,Buds & Flowers,Escrow,MercedesBenz0,Germany,Europe,1g,11,MercedesBenz0
product 2,Super Chronic (Spanish Import),Cannabis,Buds & Flowers,Escrow,MercedesBenz0,Germany,Europe,1g,12,MercedesBenz0
product 0,CRYSTAL METH ICE EPHEDRINE LAB TESTED,Stimulants,Meth,Escrow,mercedesDE,Germany,Worldwide,0.5g,20,mercedesDE
product 1,KETAMINE NEEDLE S-ISOMER UNCUT LAB TESTED,Disassociatives,Ketamine,Escrow,mercedesDE,Germany,Worldwide,0.5g,20,mercedesDE
product 2,HEROIN UNCUT HQ AFGHAN IMPORT,Opiates,Heroin,Escrow,mercedesDE,Germany,Worldwide,0.5g,20,mercedesDE
product 3,BULK  COLOMBIAN COCAINE FIREFLAKES UNCUT STRAIGHT FROM THE,Stimulants,Coke,Escrow,mercedesDE,Germany,Worldwide,50g,1750,mercedesDE
product 4,SPEED PURE DRY HQ,Stimulants,Speed,Escrow,mercedesDE,Germany,Worldwide,1g,6,mercedesDE
product 5,BULK  XTC BLUE PUNISHER 300MG HARDPRESS,Ecstasy,Pills,Escrow,mercedesDE,Germany,Worldwide,500,1000,mercedesDE
product 6,LSD GREAT TRIP 240UG LAB TESTED,Pyschedelic,LSD,Escrow,mercedesDE,Germany,Worldwide,1,5,mercedesDE
product 7,KETAMINE SUGAR S-ISOMER UNCUT LAB TESTED,Disassociatives,Ketamine,Escrow,mercedesDE,Germany,Worldwide,0.5g,10,mercedesDE
product 0,5-250x GammaGoblin 130ug Flower of Light LSD Tabs,Pyschedelic,LSD,Escrow,MercedesUK,United Kingdom,United Kingdom,5,18,MercedesUK
product 1,5-250x GammaGoblin 100ug Geometry LSD Tabs,Pyschedelic,LSD,Escrow,MercedesUK,United Kingdom,United Kingdom,5,16,MercedesUK
product 2,5-250x GammaGoblin 200ug Goblin Bomb LSD Tabs,Pyschedelic,LSD,Escrow,MercedesUK,United Kingdom,United Kingdom,5,23,MercedesUK
product 3,500-2000x GammaGoblin 130ug Flower of Light Bulk LSD Tabs,Pyschedelic,LSD,Escrow,MercedesUK,United Kingdom,United Kingdom,500,900,MercedesUK
product 4,500-2000x GammaGoblin 100ug Geometry Bulk LSD Tabs,Pyschedelic,LSD,Escrow,MercedesUK,United Kingdom,United Kingdom,500,825,MercedesUK
product 0,Kokain - Original Flake TOPP Bolivian Flake,Stimulants,Coke,Escrow,MESTERKIF,Norway,Norway,1g,88,MESTERKIF
product 0,CRYSTAL METH EPHEDRINE SHARDS  - EXTREME POTENT ICE -,Stimulants,Meth,Escrow,Methbusters,Germany,Europe,1g,10,Methbusters
product 1,UNCUT SPEED PASTE AMPHETHAMINE 100% PURE - EXTREME POTENT -,Stimulants,Speed,Escrow,Methbusters,Germany,Europe,1g,5,Methbusters
product 2,XTC HEISENBERG 300MG MDMA PILLS - HIGH DOSED -,Ecstasy,Pills,Escrow,Methbusters,Germany,Europe,5,5,Methbusters
product 3,PURE KETAMINE S-ISOMER CRYSTALS - EXTREME POTENT -,Disassociatives,Ketamine,Escrow,Methbusters,Germany,Europe,2g,25,Methbusters
product 4,2CB NASA ROCKETS 30MG 2CB PILS - HIGH DOSED -,Pyschedelic,2C-x,Escrow,Methbusters,Germany,Europe,5,5,Methbusters
product 5,PURE KETAMINE S-ISOMER SUGAR - EXTREME POTENT -,Disassociatives,Ketamine,Escrow,Methbusters,Germany,Europe,2g,25,Methbusters
product 6,LSD 240UG ALBERT HOFMANN BLOTTERS - HIGH DOSED -,Pyschedelic,LSD,Escrow,Methbusters,Germany,Europe,5,5,Methbusters
product 7,XTC PUNISHER 300MG MDMA PILLS - HIGH DOSED -,Ecstasy,Pills,Escrow,Methbusters,Germany,Europe,5,5,Methbusters
product 0,Crystal Methamphetamine (Iranian) AAA+++,Stimulants,Meth,Escrow,Metheads,United Kingdom,United Kingdom,0.5g,44,Metheads
product 1,Crystal Methamphetamine (Hong Kong) Super Strong!,Stimulants,Meth,Escrow,Metheads,United Kingdom,United Kingdom,0.5g,49,Metheads
product 0,Oxycodone Hydrochloride M 30 Pill - Blue Round SMOKEABLE,Opiates,Pills,Escrow,MEXICALICARTEL,United States of America,United States of America,1,9,MEXICALICARTEL
product 0,(1g. - 100g.) of Ketamine S,Disassociatives,Ketamine,Escrow,MickeyMouseNL,Netherlands,Worldwide,1g,18,MickeyMouseNL
product 1,"(8ball, Quad, [Half]-Ounce) of Ketamine S",Disassociatives,Ketamine,Escrow,MickeyMouseNL,Netherlands,Worldwide,3.5g,45,MickeyMouseNL
product 2,(5 - 1000) x 300 ug LSD,Pyschedelic,LSD,Escrow,MickeyMouseNL,Netherlands,Worldwide,5,16,MickeyMouseNL
product 3,"(8ball, Quad, [Half]-Ounce) of Good Heroin #3",Opiates,Heroin,Escrow,MickeyMouseNL,Netherlands,Worldwide,3.5g,45,MickeyMouseNL
product 4,"(8ball, Quad, [Half]-Ounce) of Premium Quality MDMA",Ecstasy,MDMA,Escrow,MickeyMouseNL,Netherlands,Worldwide,3.5g,33,MickeyMouseNL
product 5,(0.5g. - 100g.) of High Quality Cocaine,Stimulants,Coke,Escrow,MickeyMouseNL,Netherlands,Worldwide,0.5g,28,MickeyMouseNL
product 6,(0.5g. - 100g.) of High Quality Crack Cocaine,Stimulants,Crack,Escrow,MickeyMouseNL,Netherlands,Worldwide,0.5g,28,MickeyMouseNL
product 7,"(8ball, Quad, [Half]-Ounce) of High Quality Cocaine",Stimulants,Coke,Escrow,MickeyMouseNL,Netherlands,Worldwide,3.5g,169,MickeyMouseNL
product 0,🍇🥦 [HUCKLEBERRY] 🍇 🥦 - CALI WEED Hybrid THC 21%,Cannabis,Buds & Flowers,Escrow,MIDAS,Sweden,Worldwide,3.5g,40,MIDAS
product 1,- 🥦 [DURGA MATA] 🥦 - CALI WEED Indica THC 16% CBG 1%,Cannabis,Buds & Flowers,Escrow,MIDAS,Sweden,Sweden,3.5g,35,MIDAS
product 2,- 🥦 [AMARETTO] 🥦 - CALI WEED Hybrid THC 20%,Cannabis,Buds & Flowers,Escrow,MIDAS,Sweden,Worldwide,3.5g,35,MIDAS
product 3,- 🥦 [BANANA COOLER] 🥦 -  CALI WEED Hybrid THC 20%,Cannabis,Buds & Flowers,Escrow,MIDAS,Sweden,Europe,3.5g,35,MIDAS
product 4,- 🥦 [SLURRICANE] 🥦 - CALI WEED Indica THC 21% CBG 1%,Cannabis,Buds & Flowers,Escrow,MIDAS,Sweden,Europe,3.5g,40,MIDAS
product 0,BEST PRICE x KETAMINE S-ISOMER CRYSTAL TYPE x HIGH QUALITY x,Disassociatives,Ketamine,Escrow,MiisterX,Germany,Europe,1g,15,MiisterX
product 1,BEST PRICE x XTC PINK REDBULL x 300MG MDMA x HIGH QUALITY x,Ecstasy,Pills,Escrow,MiisterX,Germany,Europe,5,10,MiisterX
product 2,SAMPLES x LSD TABS ANONYMOUS x 250UG BLOTTERS x HIGH DOSED,Pyschedelic,LSD,Escrow,MiisterX,Germany,Europe,5,10,MiisterX
product 3,BEST PRICE x XTC BLUE EA-SPORTS x 300MG MDMA x HIGH QUALITY,Ecstasy,Pills,Escrow,MiisterX,Germany,Europe,5,15,MiisterX
product 4,SAMPLES x LSD TABS CALI SUNRISE x 250UG BLOTTERS xHIGH DOSED,Pyschedelic,LSD,Escrow,MiisterX,Germany,Europe,5,10,MiisterX
product 5,BEST PRICE x PURE HEROIN AFGHAN IMPORT x PURE OPIOD x,Opiates,Heroin,Escrow,MiisterX,Germany,Europe,1g,40,MiisterX
product 6,BEST PRICE x KETAMINE S-ISOMER SUGAR TYPE x HIGH QUALITY x,Disassociatives,Ketamine,Escrow,MiisterX,Germany,Europe,1g,15,MiisterX
product 7,Custom #1,Disassociatives,Ketamine,Escrow,MiisterX,Germany,Europe,1kg,3400,MiisterX
product 0,Blue Widow AAA Quality Promo Price +++ 4eur/g,Cannabis,Buds & Flowers,Escrow,MilkyGreen,Slovenia,Europe,3.5g,25,MilkyGreen
product 1,Cannabis Shake (Critical Kush + Blue Widow) 56g 2Oz,Cannabis,Buds & Flowers,Escrow,MilkyGreen,Slovenia,Europe,56g,75,MilkyGreen
product 2,CBD Tatanka Pure AAA Quality Promo Price +++ 2eur/g,Cannabis,Buds & Flowers,Escrow,MilkyGreen,Slovenia,Europe,3.5g,20,MilkyGreen
product 3,Critical Kush AAA Quality Promo Price +++ 4eur/g,Cannabis,Buds & Flowers,Escrow,MilkyGreen,Slovenia,Europe,3.5g,25,MilkyGreen
product 0,PINK CALVIN KLEIN 4 GRAMS $430,Stimulants,Coke,Escrow,Missamerica,United States of America,United States of America,4g,396,Missamerica
product 1,***PERUVIAN COCAINE***,Stimulants,Coke,Escrow,Missamerica,United States of America,United States of America,1g,101,Missamerica
product 2,HIGH QUALITY METH,Stimulants,Meth,Escrow,Missamerica,United States of America,United States of America,7g,115,Missamerica
product 3,BANANA WASHED COCAINE (LAVADA),Stimulants,Coke,Escrow,Missamerica,United States of America,United States of America,1g,115,Missamerica
product 4,3g RECEMIC KETAMINE + 3gr Lavada Cocaine COMBO $580,Disassociatives,Ketamine,Escrow,Missamerica,United States of America,United States of America,3g,534,Missamerica
product 5,3g 95% FISH SCALE COCAINE,Stimulants,Coke,Escrow,Missamerica,United States of America,United States of America,1g,91,Missamerica
product 6,***7g ROSE METH***,Stimulants,Meth,Escrow,Missamerica,United States of America,United States of America,7g,225,Missamerica
product 7,PINK WASHED COCAINE LAVADA***,Stimulants,Coke,Escrow,Missamerica,United States of America,United States of America,1g,115,Missamerica
product 0,WHITE WIDOW A++++,Cannabis,Buds & Flowers,Escrow,misswatcha,France,Worldwide,5g,60,misswatcha
product 1,AMNESIA A++++,Cannabis,Buds & Flowers,Escrow,misswatcha,France,Worldwide,5g,60,misswatcha
product 0,10-500PC II ++ 💌 ++ ET BIKE 200UG LSD  ++,Pyschedelic,LSD,Escrow,MisterMolly,Germany,Europe,10,12,MisterMolly
product 1,1-100GR II ++ 💌 ++  HEROINE HIGH PURITY  ++,Opiates,Heroin,Escrow,MisterMolly,Germany,Europe,1g,30,MisterMolly
product 2,1-100GR II ++ 💌 ++  PURE METH ICE / CRYSTAL METH ++,Stimulants,Meth,Escrow,MisterMolly,Germany,Europe,1g,15,MisterMolly
product 3,10-500PC II ++ 💌 ++ FOX 2CB 24MG  ++,Ecstasy,Pills,Escrow,MisterMolly,Germany,Europe,10,12,MisterMolly
product 4,1-100GR  II ++ 💌 ++  MDMA CRYSTALS 84% HIGH PURITY  ++,Ecstasy,MDMA,Escrow,MisterMolly,Germany,Europe,1g,5,MisterMolly
product 5,10-500PC II ++ 💌 ++ NO SEE 2CB 24MG  ++,Ecstasy,Pills,Escrow,MisterMolly,Germany,Europe,10,12,MisterMolly
product 6,1-100GR II ++ 💌 ++ KETAMINE SUGAR 78%  ++,Disassociatives,Ketamine,Escrow,MisterMolly,Germany,Europe,1g,8,MisterMolly
product 7,10-500PC II ++ 💌 ++ LSD MEXICAN 200UG  ++,Pyschedelic,LSD,Escrow,MisterMolly,Germany,Europe,10,12,MisterMolly
product 0,Vaporizer Storz & Bickel Mighty+,Headshop,Vaporizers,Escrow,MisterSwiss,Switzerland,Worldwide,1,270,MisterSwiss
product 1,AK47,Cannabis,Buds & Flowers,Escrow,MisterSwiss,Switzerland,Worldwide,5g,50,MisterSwiss
product 2,Hash Suprem ELJEFE,Cannabis,Hash,Escrow,MisterSwiss,Switzerland,Worldwide,5g,50,MisterSwiss
product 3,THC LEAN 1000mg THC *Pink Starburst*,Cannabis,Edibles,Escrow,MisterSwiss,Switzerland,Worldwide,1,82,MisterSwiss
product 4,THC Vape pen Cookies *IMPORT USA*,Cannabis,E-Liquid,Escrow,MisterSwiss,Switzerland,Worldwide,1,78,MisterSwiss
product 5,Sim Card LEBARA MOBILE *BULK*,Other,SIM Cards & Phones,Escrow,MisterSwiss,Switzerland,Worldwide,1,85,MisterSwiss
product 6,Zombie Kush,Cannabis,Buds & Flowers,Escrow,MisterSwiss,Switzerland,Worldwide,5g,50,MisterSwiss
product 7,Coke 94.50% from Colombia,Stimulants,Coke,Escrow,MisterSwiss,Switzerland,Worldwide,1g,110,MisterSwiss
product 0,Hybrid Cocaine and MDMA - 3-MMC pure White Crystals,Stimulants,3-MMC,Escrow,ModusVivendi,Germany,Worldwide,1g,18,ModusVivendi
product 1,S-Ketamine Needles,Disassociatives,Ketamine,Escrow,ModusVivendi,Germany,Worldwide,1g,25,ModusVivendi
product 2,5 to 1000 Pills 15mg 2CB Pink Toads,Pyschedelic,2C-x,Escrow,ModusVivendi,Germany,Worldwide,5,15,ModusVivendi
product 3,High Society Pure Peruvian Cocaine 94% (From Ship UNCUT),Stimulants,Coke,Escrow,ModusVivendi,Germany,Worldwide,1g,66,ModusVivendi
product 4,High Quality Kush Weed (From 5g),Cannabis,Buds & Flowers,Escrow,ModusVivendi,Germany,Germany,5g,50,ModusVivendi
product 5,[0.125-100g] Ceremony Changa (DMT 50%),Pyschedelic,DMT,Escrow,ModusVivendi,Germany,Worldwide,125mg,10,ModusVivendi
product 6,(1g - 100g) Hybrid Cocaine and MDMA - 3-MMC pure Crystals,Stimulants,3-MMC,Escrow,ModusVivendi,Germany,Worldwide,1g,18,ModusVivendi
product 7,Newly Synthesized MDMA Rocks High Purity Coca Cola (Lab Test,Ecstasy,MDMA,Escrow,ModusVivendi,Germany,Worldwide,1g,15,ModusVivendi
product 0,1-100GR II 🍾 🔥 II COLOMBIAN COCAINE II,Stimulants,Coke,Escrow,Moetchandon,Germany,Europe,1g,45,Moetchandon
product 1,1-100GR  II 🍾 🔥 II  DRY SPEED 78% II,Stimulants,Speed,Escrow,Moetchandon,Germany,Europe,1g,6,Moetchandon
product 2,10-1000PC II 🍾 🔥 LSD 200UG ET BIKE II,Pyschedelic,LSD,Escrow,Moetchandon,Germany,Europe,10,10,Moetchandon
product 3,1-100GR  II 🍾 🔥 II  FISHSCALE COCAINE II,Stimulants,Coke,Escrow,Moetchandon,Germany,Europe,1g,45,Moetchandon
product 4,1-100GR  II 🍾 🔥 II BOLIVIAN COCAINE  II,Stimulants,Coke,Escrow,Moetchandon,Germany,Europe,1g,45,Moetchandon
product 5,10-1000PC II 🍾 🔥 SILVER PUNISHER 265MG XTC II,Ecstasy,Pills,Escrow,Moetchandon,Germany,Europe,10,10,Moetchandon
product 6,1-100GR II  🍾 🔥 II MAROC HASH HIGH QUALITY II,Cannabis,Hash,Escrow,Moetchandon,Germany,Europe,1g,6,Moetchandon
product 7,10-1000PC II  🍾 🔥  NO SEE 24MG 2CB II 10FREE 2CB II,Pyschedelic,2C-x,Escrow,Moetchandon,Germany,Europe,10,13,Moetchandon
product 0,#4 Heroin HCL offwhite/gray *Double Stamp Batch* *Fent Free*,Opiates,Heroin,Escrow,Monsanto,United States of America,United States of America,1g,74,Monsanto
product 0,PICKLE RICK 200 UG| LSD,Pyschedelic,LSD,Escrow,MonsieurWhite,Netherlands,Worldwide,5,25,MonsieurWhite
product 1,TUCIBI | PINK COCAINE,Pyschedelic,2C-x,Escrow,MonsieurWhite,Netherlands,Worldwide,1g,35,MonsieurWhite
product 2,Ketamine Shards | Uncut | AAAAA* QUALITY,Disassociatives,Ketamine,Escrow,MonsieurWhite,Netherlands,Worldwide,1g,10,MonsieurWhite
product 3,MDMA Champagne,Ecstasy,MDMA,Escrow,MonsieurWhite,Netherlands,Worldwide,50g,200,MonsieurWhite
product 4,PURE SPEED FLAKES 99% PURE AAAAA*,Stimulants,Speed,Escrow,MonsieurWhite,Netherlands,Europe,1g,12,MonsieurWhite
product 5,FREE SAMPLE 2 REAPERS 350MG | XTC PILLS | AAAAA*,Ecstasy,Pills,Escrow,MonsieurWhite,Netherlands,Worldwide,2,1,MonsieurWhite
product 6,REAPERS 350MG | XTC PILLS | AAAAA*,Ecstasy,Pills,Escrow,MonsieurWhite,Netherlands,Worldwide,3,15,MonsieurWhite
product 7,*Opening Offer* Colombian Cocaine 92% | PURE UNCUT|,Stimulants,Coke,Escrow,MonsieurWhite,Netherlands,Worldwide,250mg,7,MonsieurWhite
product 0,Yopo Seeds (9% Bufotenine),Pyschedelic,DMT,Escrow,moominman,Austria,Worldwide,9g,27,moominman
product 1,"Salvia Divinorum, 20x Dry Extract",Pyschedelic,Other,Escrow,moominman,Austria,Worldwide,0.5g,23,moominman
product 2,"Salvia Divinorum, 10x Dry Extract",Pyschedelic,Other,Escrow,moominman,Austria,Worldwide,0.5g,18,moominman
product 3,"Psilocybin Magic Truffles - Tampanensis, sclerotia",Pyschedelic,Mushrooms,Escrow,moominman,Austria,Worldwide,15g,36,moominman
product 4,Colombian magic mushrooms,Pyschedelic,Mushrooms,Escrow,moominman,Austria,Worldwide,14g,54,moominman
product 5,"Tabernanthe Iboga, Rootbark Shavings",Pyschedelic,Other,Escrow,moominman,Austria,Worldwide,9g,90,moominman
product 6,100% Authentic Ayahuasca pack for 2 (4 for 3 offer),Pyschedelic,DMT,Escrow,moominman,Austria,Worldwide,1,90,moominman
product 7,SAN PEDRO - Mescaline Cactus,Pyschedelic,Mescaline,Escrow,moominman,Austria,Worldwide,32g,36,moominman
product 0,Lemon Cherry Gelato Topshelf 2oz -- West Coast FIREE strain,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,2oz,322,moonbowco
product 1,80%off  Indoor 1P DEALER‘S FAV,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,1lb,607,moonbowco
product 2,Key Bump Topshelf 2oz -- one and only here have it,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,2oz,322,moonbowco
product 3,Purple Punch 2oz - Our TopSeller Everybody LOVE it,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,2oz,202,moonbowco
product 4,50%off Indoor Hight Qulity 1P,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,1lb,1012,moonbowco
product 5,420 Special TOPSHEF 2oz -- Mystery Box,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,2oz,193,moonbowco
product 6,Gusherlicious Topshelf 2oz -- Exclusive Edtior Recommed,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,2oz,322,moonbowco
product 7,Bubble Gum Topshelf 2oz -- VERY good smell,Cannabis,Buds & Flowers,Escrow,moonbowco,United States of America,United States of America,2oz,322,moonbowco
product 0,GORILLA GLUE DRY SIFT 35% THC 10g for 70 euros!!!!,Cannabis,Hash,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 1,FRESH **AMNESIA WEED ** fresh grow 1st feb 2023,Cannabis,Buds & Flowers,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 2,DIESEL HASH ** SATIVA DOMINANT **DIRECT FROM MOROCCO,Cannabis,Hash,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 3,* COOKIE and CREAM CHEESE * always overweight *,Cannabis,Buds & Flowers,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 4,PINAPPLE EXPRESS ** 10g for only 70 euros!!,Cannabis,Buds & Flowers,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 5,CHEESE and CHONG ** INDOORS ** 25% THC,Cannabis,Buds & Flowers,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 6,NEW IN *FRESH SOMANGO * High THC ** Biggest Buds ever!!,Cannabis,Buds & Flowers,Escrow,moroccangold,Spain,Europe,10g,70,moroccangold
product 7,SQUIGY BLACK ** NEW IN **,Cannabis,Hash,Escrow,moroccangold,Morocco,Europe,10g,70,moroccangold
product 0,** Purple Queen ** 100% BIO,Cannabis,Buds & Flowers,Escrow,MrGr33n,France,France,5g,55,MrGr33n
product 1,** Critical ** 100% BIO,Cannabis,Buds & Flowers,Escrow,MrGr33n,France,France,5g,55,MrGr33n
product 0,Dry Sift Hash Erste Siebung! (Extreme Potent!),Cannabis,Hash,Escrow,MrTea420a,Germany,Worldwide,1g,15,MrTea420a
product 1,Tilidin 200mg Pills (10% Special),Opiates,Pills,Escrow,MrTea420a,Germany,Worldwide,1,8,MrTea420a
product 2,Super Lemon Haze,Cannabis,Buds & Flowers,Escrow,MrTea420a,Germany,Worldwide,1g,13,MrTea420a
product 3,Cali Weed (Original London Pound Cake) 10% Special!,Cannabis,Buds & Flowers,Escrow,MrTea420a,Germany,Worldwide,1g,16,MrTea420a
product 4,Amphetamine Speed Paste 85% Top Quality (10% Special),Stimulants,Speed,Escrow,MrTea420a,Germany,Worldwide,1g,9,MrTea420a
product 5,Pineapple Express,Cannabis,Buds & Flowers,Escrow,MrTea420a,Germany,Worldwide,1g,12,MrTea420a
product 6,Columbian Cocaine (89-91% Reinheit) (10% Special),Stimulants,Coke,Escrow,MrTea420a,Germany,Worldwide,0.5g,45,MrTea420a
product 7,Berghain XTC Pills 300mg MDMA Top Quality!!!,Ecstasy,Pills,Escrow,MrTea420a,Germany,Worldwide,1,13,MrTea420a
product 0,Letrozole 25 / Femara 2.5mg/30tabs Hilma Biocare,Steroids,Post Cycle Therapy,Escrow,MrTren,Lithuania,Worldwide,1,36,MrTren
product 1,Nandrolone Phenylpropionate / NPP 100mg/ml Hilma,Steroids,Injectable,Escrow,MrTren,Lithuania,Worldwide,1,30,MrTren
